id,database_url,sample_id,date_collected,location,host,depth,viromics,core_processor,Final greenhouse GWC (%),Freezer location,GWC %,H2O amount (ml),H2O atom perc,Lab dried GWC (%),Time of sampling,Vial size (ml),Weight (gr),Weight dried (gr),Weight for DNA (gr),Weight for pH (gr),Wet Weight (gr),pH
2137,https://biotite.berkeley.edu/QRLab/2137/detail,AA4_D1_CO2-T2,5/27/2022,AA,UCB,0-10,0,MY,,,,,,,,,,,,,,
2138,https://biotite.berkeley.edu/QRLab/2138/detail,AA4_D2_CO2-T2,5/27/2022,AA,UCB,10-20,0,KEM,,,,,,,,,,,,,,
2139,https://biotite.berkeley.edu/QRLab/2139/detail,AA4_D3_CO2-T2,5/27/2022,AA,UCB,20-30,0,JH,,,,,,,,,,,,,,
2140,https://biotite.berkeley.edu/QRLab/2140/detail,AA4_D4_CO2-T2,5/27/2022,AA,UCB,30-50,0,PP,,,,,,,,,,,,,,
2141,https://biotite.berkeley.edu/QRLab/2141/detail,AA4_D5_CO2-T2,5/27/2022,AA,UCB,50-80,0,KEM,,,,,,,,,,,,,,
2142,https://biotite.berkeley.edu/QRLab/2142/detail,AB4_D1_CO2-T2,5/27/2022,AB,UCB,0-10,0,MY,,,,,,,,,,,,,,
2143,https://biotite.berkeley.edu/QRLab/2143/detail,AB4_D2_CO2-T2,5/27/2022,AB,UCB,10-20,0,KEM,,,,,,,,,,,,,,
2144,https://biotite.berkeley.edu/QRLab/2144/detail,AB4_D3_CO2-T2,5/27/2022,AB,UCB,20-30,0,JH,,,,,,,,,,,,,,
2145,https://biotite.berkeley.edu/QRLab/2145/detail,AB4_D4_CO2-T2,5/27/2022,AB,UCB,30-50,0,JF,,,,,,,,,,,,,,
2146,https://biotite.berkeley.edu/QRLab/2146/detail,AB4_D5_CO2-T2,5/27/2022,AB,UCB,50-80,0,PP,,,,,,,,,,,,,,
2147,https://biotite.berkeley.edu/QRLab/2147/detail,AC4_D1_CO2-T2,5/27/2022,AC,UCB,0-10,0,MY,,,,,,,,,,,,,,
2148,https://biotite.berkeley.edu/QRLab/2148/detail,AC4_D2_CO2-T2,5/27/2022,AC,UCB,10-20,0,KEM,,,,,,,,,,,,,,
2149,https://biotite.berkeley.edu/QRLab/2149/detail,AC4_D3_CO2-T2,5/27/2022,AC,UCB,20-30,0,JH,,,,,,,,,,,,,,
2150,https://biotite.berkeley.edu/QRLab/2150/detail,AC4_D4_CO2-T2,5/27/2022,AC,UCB,30-48,0,JF,,,,,,,,,,,,,,
2151,https://biotite.berkeley.edu/QRLab/2151/detail,AC4_D5_CO2-T2,5/27/2022,AC,UCB,50-80,0,PP,,,,,,,,,,,,,,
2152,https://biotite.berkeley.edu/QRLab/2152/detail,AA3_D3_CO2-T3,5/30/2022,AA,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2153,https://biotite.berkeley.edu/QRLab/2153/detail,AA3_D4_CO2-T3,5/30/2022,AA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2154,https://biotite.berkeley.edu/QRLab/2154/detail,AA3_D5_CO2-T3,5/30/2022,AA,UCB,50-80,0,JF,,,,,,,,,,,,,,
2155,https://biotite.berkeley.edu/QRLab/2155/detail,AB3_D3_CO2-T3,5/30/2022,AB,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2156,https://biotite.berkeley.edu/QRLab/2156/detail,AB3_D4_CO2-T3,5/30/2022,AB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2157,https://biotite.berkeley.edu/QRLab/2157/detail,AB3_D5_CO2-T3,5/30/2022,AB,UCB,50-80,0,JF,,,,,,,,,,,,,,
2158,https://biotite.berkeley.edu/QRLab/2158/detail,AC3_D3_CO2-T3,5/30/2022,AC,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2159,https://biotite.berkeley.edu/QRLab/2159/detail,AC3_D4_CO2-T3,5/30/2022,AC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2160,https://biotite.berkeley.edu/QRLab/2160/detail,AC3_D5_CO2-T3,5/30/2022,AC,UCB,50-80,0,JF,,,,,,,,,,,,,,
2161,https://biotite.berkeley.edu/QRLab/2161/detail,HA3_D3_CO2-T3,5/30/2022,HA,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2162,https://biotite.berkeley.edu/QRLab/2162/detail,HA3_D4_CO2-T3,5/30/2022,HA,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2163,https://biotite.berkeley.edu/QRLab/2163/detail,HA3_D5_CO2-T3,5/30/2022,HA,UCB,50-80,0,JF,,,,,,,,,,,,,,
2164,https://biotite.berkeley.edu/QRLab/2164/detail,HB3_D3_CO2-T3,5/30/2022,HB,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2165,https://biotite.berkeley.edu/QRLab/2165/detail,HB3_D4_CO2-T3,5/30/2022,HB,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2166,https://biotite.berkeley.edu/QRLab/2166/detail,HB3_D5_CO2-T3,5/30/2022,HB,UCB,50-80,0,JF,,,,,,,,,,,,,,
2167,https://biotite.berkeley.edu/QRLab/2167/detail,HC3_D3_CO2-T3,5/30/2022,HC,UCB,20-30,0,ZH,,,,,,,,,,,,,,
2168,https://biotite.berkeley.edu/QRLab/2168/detail,HC3_D4_CO2-T3,5/30/2022,HC,UCB,30-50,0,ZA-A,,,,,,,,,,,,,,
2169,https://biotite.berkeley.edu/QRLab/2169/detail,HC3_D5_CO2-T3,5/30/2022,HC,UCB,50-80,0,JF,,,,,,,,,,,,,,
2170,https://biotite.berkeley.edu/QRLab/2170/detail,AA5_D1-2_VIR-1,6/1/2022,AA,UCD,0-10,1,None,,,,,,,,,,,,,,
2171,https://biotite.berkeley.edu/QRLab/2171/detail,AA5_D1-2_VIR-2,6/1/2022,AA,UCD,0-10,1,None,,,,,,,,,,,,,,
2172,https://biotite.berkeley.edu/QRLab/2172/detail,AB5_D1-2_VIR-1,6/1/2022,AB,UCD,0-10,1,None,,,,,,,,,,,,,,
2173,https://biotite.berkeley.edu/QRLab/2173/detail,AB5_D1-2_VIR-2,6/1/2022,AB,UCD,0-10,1,None,,,,,,,,,,,,,,
2174,https://biotite.berkeley.edu/QRLab/2174/detail,AC5_D1-2_VIR-1,6/1/2022,AC,UCD,0-10,1,None,,,,,,,,,,,,,,
2175,https://biotite.berkeley.edu/QRLab/2175/detail,AC5_D1-2_VIR-2,6/1/2022,AC,UCD,0-10,1,None,,,,,,,,,,,,,,
2176,https://biotite.berkeley.edu/QRLab/2176/detail,AA5_D1-2_CORRI,6/1/2022,AA,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2177,https://biotite.berkeley.edu/QRLab/2177/detail,AB5_D1-2_CORRI,6/1/2022,AB,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2178,https://biotite.berkeley.edu/QRLab/2178/detail,AC5_D1-2_CORRI,6/1/2022,AC,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2179,https://biotite.berkeley.edu/QRLab/2179/detail,HA5_D1-2_VIR-1,6/1/2022,HA,UCD,0-10,1,None,,,,,,,,,,,,,,
2180,https://biotite.berkeley.edu/QRLab/2180/detail,HA5_D1-2_VIR-2,6/1/2022,HA,UCD,0-10,1,None,,,,,,,,,,,,,,
2181,https://biotite.berkeley.edu/QRLab/2181/detail,HB5_D1-2_VIR-1,6/1/2022,HB,UCD,0-10,1,None,,,,,,,,,,,,,,
2182,https://biotite.berkeley.edu/QRLab/2182/detail,HB5_D1-2_VIR-2,6/1/2022,HB,UCD,0-10,1,None,,,,,,,,,,,,,,
2183,https://biotite.berkeley.edu/QRLab/2183/detail,HC5_D1-2_VIR-1,6/1/2022,HC,UCD,0-10,1,None,,,,,,,,,,,,,,
2184,https://biotite.berkeley.edu/QRLab/2184/detail,HC5_D1-2_VIR-2,6/1/2022,HC,UCD,0-10,1,None,,,,,,,,,,,,,,
2185,https://biotite.berkeley.edu/QRLab/2185/detail,HA5_D1-2_CORRI,6/1/2022,HA,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2186,https://biotite.berkeley.edu/QRLab/2186/detail,HB5_D1-2_CORRI,6/1/2022,HB,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2187,https://biotite.berkeley.edu/QRLab/2187/detail,HC5_D1-2_CORRI,6/1/2022,HC,UCB-MT,0-10,0,None,,,,,,,,,,,,,,
2188,https://biotite.berkeley.edu/QRLab/2188/detail,AA5_D1_GSC,6/1/2022,AA,UCB,0-10,0,None,,,18.24175824,,,,,,,,,5.152,,4.605
2189,https://biotite.berkeley.edu/QRLab/2189/detail,AA5_D2_GSC,6/1/2022,AA,UCB,10-20,0,None,,,16.74003707,,,,,,,,,5.094,,4.555
2190,https://biotite.berkeley.edu/QRLab/2190/detail,AA5_D3_GSC,6/1/2022,AA,UCB,20-30,0,None,,,16.59130435,,,,,,,,,5.155,,4.635
2191,https://biotite.berkeley.edu/QRLab/2191/detail,AA5_D4_GSC,6/1/2022,AA,UCB,30-50,0,None,,,16.53961654,,,,,,,,,5.064,,4.68
2192,https://biotite.berkeley.edu/QRLab/2192/detail,AA5_D5_GSC,6/1/2022,AA,UCB,50-80,0,None,,,16.23061442,,,,,,,,,5.171,,4.765
2193,https://biotite.berkeley.edu/QRLab/2193/detail,AB5_D1_GSC,6/1/2022,AB,UCB,0-10,0,None,,,12.62488647,,,,,,,,,4.889,,4.635
2194,https://biotite.berkeley.edu/QRLab/2194/detail,AB5_D2_GSC,6/1/2022,AB,UCB,10-20,0,None,,,14.12815705,,,,,,,,,4.986,,4.56
2195,https://biotite.berkeley.edu/QRLab/2195/detail,AB5_D3_GSC,6/1/2022,AB,UCB,20-30,0,None,,,15.08571429,,,,,,,,,5.068,,4.63
2196,https://biotite.berkeley.edu/QRLab/2196/detail,AB5_D4_GSC,6/1/2022,AB,UCB,30-50,0,None,,,16.08847497,,,,,,,,,5.172,,4.755
2197,https://biotite.berkeley.edu/QRLab/2197/detail,AB5_D5_GSC,6/1/2022,AB,UCB,50-80,0,None,,,16.31016043,,,,,,,,,5.006,,4.815
2198,https://biotite.berkeley.edu/QRLab/2198/detail,AC5_D1_GSC,6/1/2022,AC,UCB,0-10,0,None,,,16.00609756,,,,,,,,,5.061,,4.485
2199,https://biotite.berkeley.edu/QRLab/2199/detail,AC5_D2_GSC,6/1/2022,AC,UCB,10-20,0,None,,,14.82498284,,,,,,,,,5.216,,4.515
2200,https://biotite.berkeley.edu/QRLab/2200/detail,AC5_D3_GSC,6/1/2022,AC,UCB,20-30,0,None,,,16.71137026,,,,,,,,,4.916,,4.485
2201,https://biotite.berkeley.edu/QRLab/2201/detail,AC5_D4_GSC,6/1/2022,AC,UCB,30-50,0,None,,,16.32337183,,,,,,,,,4.892,,4.455
2202,https://biotite.berkeley.edu/QRLab/2202/detail,AC5_D5_GSC,6/1/2022,AC,UCB,50-80,0,None,,,17.59388039,,,,,,,,,5.159,,4.46
2203,https://biotite.berkeley.edu/QRLab/2203/detail,HA5_D1_GSC,6/1/2022,HA,UCB,0-10,0,None,,,3.396146066,,,,,,,,,4.988,,4.895
2204,https://biotite.berkeley.edu/QRLab/2204/detail,HA5_D2_GSC,6/1/2022,HA,UCB,10-20,0,None,,,5.12195122,,,,,,,,,4.961,,4.925
2205,https://biotite.berkeley.edu/QRLab/2205/detail,HA5_D3_GSC,6/1/2022,HA,UCB,20-30,0,None,,,5.198966408,,,,,,,,,5.03,,4.965
2206,https://biotite.berkeley.edu/QRLab/2206/detail,HA5_D4_GSC,6/1/2022,HA,UCB,30-50,0,None,,,6.185139062,,,,,,,,,5.087,,4.95
2207,https://biotite.berkeley.edu/QRLab/2207/detail,HA5_D5_GSC,6/1/2022,HA,UCB,50-80,0,None,,,7.070816614,,,,,,,,,5.003,,4.98
2208,https://biotite.berkeley.edu/QRLab/2208/detail,HA5_D6_GSC,6/1/2022,HA,UCB,80-120,0,None,,,15.3010412,,,,,,,,,5.09,,5.805
2209,https://biotite.berkeley.edu/QRLab/2209/detail,HB5_D1_GSC,6/1/2022,HB,UCB,0-10,0,None,,,3.600128576,,,,,,,,,4.993,,4.965
2210,https://biotite.berkeley.edu/QRLab/2210/detail,HB5_D2_GSC,6/1/2022,HB,UCB,10-20,0,None,,,4.738129203,,,,,,,,,5.063,,5.18
2211,https://biotite.berkeley.edu/QRLab/2211/detail,HB5_D3_GSC,6/1/2022,HB,UCB,20-30,0,None,,,5.537359263,,,,,,,,,4.993,,5.23
2212,https://biotite.berkeley.edu/QRLab/2212/detail,HB5_D4_GSC,6/1/2022,HB,UCB,30-50,0,None,,,5.792811839,,,,,,,,,4.974,,5.35
2213,https://biotite.berkeley.edu/QRLab/2213/detail,HB5_D5_GSC,6/1/2022,HB,UCB,50-80,0,None,,,6.617179215,,,,,,,,,5.071,,5.305
2214,https://biotite.berkeley.edu/QRLab/2214/detail,HB5_D6_GSC,6/1/2022,HB,UCB,80-120,0,None,,,7.8865751,,,,,,,,,5.01,,5.375
2215,https://biotite.berkeley.edu/QRLab/2215/detail,HC5_D1_GSC,6/1/2022,HC,UCB,0-10,0,None,,,3.410931174,,,,,,,,,5.028,,4.795
2216,https://biotite.berkeley.edu/QRLab/2216/detail,HC5_D2_GSC,6/1/2022,HC,UCB,10-20,0,None,,,5.311778291,,,,,,,,,4.994,,4.87
2217,https://biotite.berkeley.edu/QRLab/2217/detail,HC5_D3_GSC,6/1/2022,HC,UCB,20-30,0,None,,,5.549108556,,,,,,,,,4.992,,4.95
2218,https://biotite.berkeley.edu/QRLab/2218/detail,HC5_D4_GSC,6/1/2022,HC,UCB,30-50,0,None,,,6.383647799,,,,,,,,,4.999,,5.13
2219,https://biotite.berkeley.edu/QRLab/2219/detail,HC5_D5_GSC,6/1/2022,HC,UCB,50-80,0,None,,,11.37692141,,,,,,,,,4.944,,5.33
2220,https://biotite.berkeley.edu/QRLab/2220/detail,HC5_D6_GSC,6/1/2022,HC,UCB,80-120,0,None,,,14.44328341,,,,,,,,,5.063,,5.62
2221,https://biotite.berkeley.edu/QRLab/2221/detail,AA5_D1_DNA-RNA,6/1/2022,AA,UCB,0-10,0,None,,,,,,,,,,,,,,
2222,https://biotite.berkeley.edu/QRLab/2222/detail,AA5_D2_DNA-RNA,6/1/2022,AA,UCB,10-20,0,None,,,,,,,,,,,,,,
2223,https://biotite.berkeley.edu/QRLab/2223/detail,AA5_D3_DNA-RNA,6/1/2022,AA,UCB,20-30,0,None,,,,,,,,,,,,,,
2224,https://biotite.berkeley.edu/QRLab/2224/detail,AA5_D4_DNA-RNA,6/1/2022,AA,UCB,30-50,0,None,,,,,,,,,,,,,,
2225,https://biotite.berkeley.edu/QRLab/2225/detail,AA5_D5_DNA-RNA,6/1/2022,AA,UCB,50-80,0,None,,,,,,,,,,,,,,
2226,https://biotite.berkeley.edu/QRLab/2226/detail,AB5_D1_DNA-RNA,6/1/2022,AB,UCB,0-10,0,None,,,,,,,,,,,,,,
2227,https://biotite.berkeley.edu/QRLab/2227/detail,AB5_D2_DNA-RNA,6/1/2022,AB,UCB,10-20,0,None,,,,,,,,,,,,,,
2228,https://biotite.berkeley.edu/QRLab/2228/detail,AB5_D3_DNA-RNA,6/1/2022,AB,UCB,20-30,0,None,,,,,,,,,,,,,,
2229,https://biotite.berkeley.edu/QRLab/2229/detail,AB5_D4_DNA-RNA,6/1/2022,AB,UCB,30-50,0,None,,,,,,,,,,,,,,
2230,https://biotite.berkeley.edu/QRLab/2230/detail,AB5_D5_DNA-RNA,6/1/2022,AB,UCB,50-80,0,None,,,,,,,,,,,,,,
2231,https://biotite.berkeley.edu/QRLab/2231/detail,AC5_D1_DNA-RNA,6/1/2022,AC,UCB,0-10,0,None,,,,,,,,,,,,,,
2232,https://biotite.berkeley.edu/QRLab/2232/detail,AC5_D2_DNA-RNA,6/1/2022,AC,UCB,10-20,0,None,,,,,,,,,,,,,,
2233,https://biotite.berkeley.edu/QRLab/2233/detail,AC5_D3_DNA-RNA,6/1/2022,AC,UCB,20-30,0,None,,,,,,,,,,,,,,
2234,https://biotite.berkeley.edu/QRLab/2234/detail,AC5_D4_DNA-RNA,6/1/2022,AC,UCB,30-50,0,None,,,,,,,,,,,,,,
2235,https://biotite.berkeley.edu/QRLab/2235/detail,AC5_D5_DNA-RNA,6/1/2022,AC,UCB,50-80,0,None,,,,,,,,,,,,,,
2236,https://biotite.berkeley.edu/QRLab/2236/detail,HA5_D1_DNA-RNA,6/1/2022,HA,UCB,0-10,0,None,,,,,,,,,,,,,,
2237,https://biotite.berkeley.edu/QRLab/2237/detail,HA5_D2_DNA-RNA,6/1/2022,HA,UCB,10-20,0,None,,,,,,,,,,,,,,
2238,https://biotite.berkeley.edu/QRLab/2238/detail,HA5_D3_DNA-RNA,6/1/2022,HA,UCB,20-30,0,None,,,,,,,,,,,,,,
2239,https://biotite.berkeley.edu/QRLab/2239/detail,HA5_D4_DNA-RNA,6/1/2022,HA,UCB,30-50,0,None,,,,,,,,,,,,,,
2240,https://biotite.berkeley.edu/QRLab/2240/detail,HA5_D5_DNA-RNA,6/1/2022,HA,UCB,50-80,0,None,,,,,,,,,,,,,,
2241,https://biotite.berkeley.edu/QRLab/2241/detail,HA5_D6_DNA-RNA,6/1/2022,HA,UCB,80-120,0,None,,,,,,,,,,,,,,
2242,https://biotite.berkeley.edu/QRLab/2242/detail,HB5_D1_DNA-RNA,6/1/2022,HB,UCB,0-10,0,None,,,,,,,,,,,,,,
2243,https://biotite.berkeley.edu/QRLab/2243/detail,HB5_D2_DNA-RNA,6/1/2022,HB,UCB,10-20,0,None,,,,,,,,,,,,,,
2244,https://biotite.berkeley.edu/QRLab/2244/detail,HB5_D3_DNA-RNA,6/1/2022,HB,UCB,20-30,0,None,,,,,,,,,,,,,,
2245,https://biotite.berkeley.edu/QRLab/2245/detail,HB5_D4_DNA-RNA,6/1/2022,HB,UCB,30-50,0,None,,,,,,,,,,,,,,
2246,https://biotite.berkeley.edu/QRLab/2246/detail,HB5_D5_DNA-RNA,6/1/2022,HB,UCB,50-80,0,None,,,,,,,,,,,,,,
2247,https://biotite.berkeley.edu/QRLab/2247/detail,HB5_D6_DNA-RNA,6/1/2022,HB,UCB,80-120,0,None,,,,,,,,,,,,,,
2248,https://biotite.berkeley.edu/QRLab/2248/detail,HC5_D1_DNA-RNA,6/1/2022,HC,UCB,0-10,0,None,,,,,,,,,,,,,,
2249,https://biotite.berkeley.edu/QRLab/2249/detail,HC5_D2_DNA-RNA,6/1/2022,HC,UCB,10-20,0,None,,,,,,,,,,,,,,
2250,https://biotite.berkeley.edu/QRLab/2250/detail,HC5_D3_DNA-RNA,6/1/2022,HC,UCB,20-30,0,None,,,,,,,,,,,,,,
2251,https://biotite.berkeley.edu/QRLab/2251/detail,HC5_D4_DNA-RNA,6/1/2022,HC,UCB,30-50,0,None,,,,,,,,,,,,,,
2252,https://biotite.berkeley.edu/QRLab/2252/detail,HC5_D5_DNA-RNA,6/1/2022,HC,UCB,50-80,0,None,,,,,,,,,,,,,,
2253,https://biotite.berkeley.edu/QRLab/2253/detail,HC5_D6_DNA-RNA,6/1/2022,HC,UCB,80-120,0,None,,,,,,,,,,,,,,
2254,https://biotite.berkeley.edu/QRLab/2254/detail,AA5_D1_EMSL,6/1/2022,AA,PNNL,0-10,0,None,,,,,,,,,,,,,,
2255,https://biotite.berkeley.edu/QRLab/2255/detail,AA5_D2_EMSL,6/1/2022,AA,PNNL,10-20,0,None,,,,,,,,,,,,,,
2256,https://biotite.berkeley.edu/QRLab/2256/detail,AA5_D3_EMSL,6/1/2022,AA,PNNL,20-30,0,None,,,,,,,,,,,,,,
2257,https://biotite.berkeley.edu/QRLab/2257/detail,AA5_D4_EMSL,6/1/2022,AA,PNNL,30-50,0,None,,,,,,,,,,,,,,
2258,https://biotite.berkeley.edu/QRLab/2258/detail,AA5_D5_EMSL,6/1/2022,AA,PNNL,50-80,0,None,,,,,,,,,,,,,,
2259,https://biotite.berkeley.edu/QRLab/2259/detail,AB5_D1_EMSL,6/1/2022,AB,PNNL,0-10,0,None,,,,,,,,,,,,,,
2260,https://biotite.berkeley.edu/QRLab/2260/detail,AB5_D2_EMSL,6/1/2022,AB,PNNL,10-20,0,None,,,,,,,,,,,,,,
2261,https://biotite.berkeley.edu/QRLab/2261/detail,AB5_D3_EMSL,6/1/2022,AB,PNNL,20-30,0,None,,,,,,,,,,,,,,
2262,https://biotite.berkeley.edu/QRLab/2262/detail,AB5_D4_EMSL,6/1/2022,AB,PNNL,30-50,0,None,,,,,,,,,,,,,,
2263,https://biotite.berkeley.edu/QRLab/2263/detail,AB5_D5_EMSL,6/1/2022,AB,PNNL,50-80,0,None,,,,,,,,,,,,,,
2264,https://biotite.berkeley.edu/QRLab/2264/detail,AC5_D1_EMSL,6/1/2022,AC,PNNL,0-10,0,None,,,,,,,,,,,,,,
2265,https://biotite.berkeley.edu/QRLab/2265/detail,AC5_D2_EMSL,6/1/2022,AC,PNNL,10-20,0,None,,,,,,,,,,,,,,
2266,https://biotite.berkeley.edu/QRLab/2266/detail,AC5_D3_EMSL,6/1/2022,AC,PNNL,20-30,0,None,,,,,,,,,,,,,,
2267,https://biotite.berkeley.edu/QRLab/2267/detail,AC5_D4_EMSL,6/1/2022,AC,PNNL,30-50,0,None,,,,,,,,,,,,,,
2268,https://biotite.berkeley.edu/QRLab/2268/detail,AC5_D5_EMSL,6/1/2022,AC,PNNL,50-80,0,None,,,,,,,,,,,,,,
2269,https://biotite.berkeley.edu/QRLab/2269/detail,HA5_D1_EMSL,6/1/2022,HA,PNNL,0-10,0,None,,,,,,,,,,,,,,
2270,https://biotite.berkeley.edu/QRLab/2270/detail,HA5_D2_EMSL,6/1/2022,HA,PNNL,10-20,0,None,,,,,,,,,,,,,,
2271,https://biotite.berkeley.edu/QRLab/2271/detail,HA5_D3_EMSL,6/1/2022,HA,PNNL,20-30,0,None,,,,,,,,,,,,,,
2272,https://biotite.berkeley.edu/QRLab/2272/detail,HA5_D4_EMSL,6/1/2022,HA,PNNL,30-50,0,None,,,,,,,,,,,,,,
2273,https://biotite.berkeley.edu/QRLab/2273/detail,HA5_D5_EMSL,6/1/2022,HA,PNNL,50-80,0,None,,,,,,,,,,,,,,
2274,https://biotite.berkeley.edu/QRLab/2274/detail,HA5_D6_EMSL,6/1/2022,HA,PNNL,80-120,0,None,,,,,,,,,,,,,,
2275,https://biotite.berkeley.edu/QRLab/2275/detail,HB5_D1_EMSL,6/1/2022,HB,PNNL,0-10,0,None,,,,,,,,,,,,,,
2276,https://biotite.berkeley.edu/QRLab/2276/detail,HB5_D2_EMSL,6/1/2022,HB,PNNL,10-20,0,None,,,,,,,,,,,,,,
2277,https://biotite.berkeley.edu/QRLab/2277/detail,HB5_D3_EMSL,6/1/2022,HB,PNNL,20-30,0,None,,,,,,,,,,,,,,
2278,https://biotite.berkeley.edu/QRLab/2278/detail,HB5_D4_EMSL,6/1/2022,HB,PNNL,30-50,0,None,,,,,,,,,,,,,,
2279,https://biotite.berkeley.edu/QRLab/2279/detail,HB5_D5_EMSL,6/1/2022,HB,PNNL,50-80,0,None,,,,,,,,,,,,,,
2280,https://biotite.berkeley.edu/QRLab/2280/detail,HB5_D6_EMSL,6/1/2022,HB,PNNL,80-120,0,None,,,,,,,,,,,,,,
2281,https://biotite.berkeley.edu/QRLab/2281/detail,HC5_D1_EMSL,6/1/2022,HC,PNNL,0-10,0,None,,,,,,,,,,,,,,
2282,https://biotite.berkeley.edu/QRLab/2282/detail,HC5_D2_EMSL,6/1/2022,HC,PNNL,10-20,0,None,,,,,,,,,,,,,,
2283,https://biotite.berkeley.edu/QRLab/2283/detail,HC5_D3_EMSL,6/1/2022,HC,PNNL,20-30,0,None,,,,,,,,,,,,,,
2284,https://biotite.berkeley.edu/QRLab/2284/detail,HC5_D4_EMSL,6/1/2022,HC,PNNL,30-50,0,None,,,,,,,,,,,,,,
2285,https://biotite.berkeley.edu/QRLab/2285/detail,HC5_D5_EMSL,6/1/2022,HC,PNNL,50-80,0,None,,,,,,,,,,,,,,
2286,https://biotite.berkeley.edu/QRLab/2286/detail,HC5_D6_EMSL,6/1/2022,HC,PNNL,80-120,0,None,,,,,,,,,,,,,,
2287,https://biotite.berkeley.edu/QRLab/2287/detail,AA5_D1_FARCH,6/1/2022,AA,UCB,0-10,0,None,,,,,,,,,,,,,,
2288,https://biotite.berkeley.edu/QRLab/2288/detail,AA5_D2_FARCH,6/1/2022,AA,UCB,10-20,0,None,,,,,,,,,,,,,,
2289,https://biotite.berkeley.edu/QRLab/2289/detail,AA5_D3_FARCH,6/1/2022,AA,UCB,20-30,0,None,,,,,,,,,,,,,,
2290,https://biotite.berkeley.edu/QRLab/2290/detail,AA5_D4_FARCH,6/1/2022,AA,UCB,30-50,0,None,,,,,,,,,,,,,,
2291,https://biotite.berkeley.edu/QRLab/2291/detail,AA5_D5_FARCH,6/1/2022,AA,UCB,50-80,0,None,,,,,,,,,,,,,,
2292,https://biotite.berkeley.edu/QRLab/2292/detail,AB5_D1_FARCH,6/1/2022,AB,UCB,0-10,0,None,,,,,,,,,,,,,,
2293,https://biotite.berkeley.edu/QRLab/2293/detail,AB5_D2_FARCH,6/1/2022,AB,UCB,10-20,0,None,,,,,,,,,,,,,,
2294,https://biotite.berkeley.edu/QRLab/2294/detail,AB5_D3_FARCH,6/1/2022,AB,UCB,20-30,0,None,,,,,,,,,,,,,,
2295,https://biotite.berkeley.edu/QRLab/2295/detail,AB5_D4_FARCH,6/1/2022,AB,UCB,30-50,0,None,,,,,,,,,,,,,,
2296,https://biotite.berkeley.edu/QRLab/2296/detail,AB5_D5_FARCH,6/1/2022,AB,UCB,50-80,0,None,,,,,,,,,,,,,,
2297,https://biotite.berkeley.edu/QRLab/2297/detail,AC5_D1_FARCH,6/1/2022,AC,UCB,0-10,0,None,,,,,,,,,,,,,,
2298,https://biotite.berkeley.edu/QRLab/2298/detail,AC5_D2_FARCH,6/1/2022,AC,UCB,10-20,0,None,,,,,,,,,,,,,,
2299,https://biotite.berkeley.edu/QRLab/2299/detail,AC5_D3_FARCH,6/1/2022,AC,UCB,20-30,0,None,,,,,,,,,,,,,,
2300,https://biotite.berkeley.edu/QRLab/2300/detail,AC5_D4_FARCH,6/1/2022,AC,UCB,30-50,0,None,,,,,,,,,,,,,,
2301,https://biotite.berkeley.edu/QRLab/2301/detail,AC5_D5_FARCH,6/1/2022,AC,UCB,50-80,0,None,,,,,,,,,,,,,,
2302,https://biotite.berkeley.edu/QRLab/2302/detail,HA5_D1_FARCH,6/1/2022,HA,UCB,0-10,0,None,,,,,,,,,,,,,,
2303,https://biotite.berkeley.edu/QRLab/2303/detail,HA5_D2_FARCH,6/1/2022,HA,UCB,10-20,0,None,,,,,,,,,,,,,,
2304,https://biotite.berkeley.edu/QRLab/2304/detail,HA5_D3_FARCH,6/1/2022,HA,UCB,20-30,0,None,,,,,,,,,,,,,,
2305,https://biotite.berkeley.edu/QRLab/2305/detail,HA5_D4_FARCH,6/1/2022,HA,UCB,30-50,0,None,,,,,,,,,,,,,,
2306,https://biotite.berkeley.edu/QRLab/2306/detail,HA5_D5_FARCH,6/1/2022,HA,UCB,50-80,0,None,,,,,,,,,,,,,,
2307,https://biotite.berkeley.edu/QRLab/2307/detail,HA5_D6_FARCH,6/1/2022,HA,UCB,80-120,0,None,,,,,,,,,,,,,,
2308,https://biotite.berkeley.edu/QRLab/2308/detail,HB5_D1_FARCH,6/1/2022,HB,UCB,0-10,0,None,,,,,,,,,,,,,,
2309,https://biotite.berkeley.edu/QRLab/2309/detail,HB5_D2_FARCH,6/1/2022,HB,UCB,10-20,0,None,,,,,,,,,,,,,,
